concern_instance_id,record_id,sample_id,provider,thread_id,record_type,topic,necessity,gap_detected,gap_types
GT_CONCERN_000283,RECORD_000423,GT_SAMPLE_000423,grok,Grok_POST_000106,comment,A2.2_PRIVACY_MODEL_TRAINING,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000284,RECORD_000423,GT_SAMPLE_000423,grok,Grok_POST_000106,comment,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000285,RECORD_000425,GT_SAMPLE_000425,grok,Grok_POST_000107,comment,D1.1_PRIVACY_JURISDICTION_LAW,True,False,
GT_CONCERN_000286,RECORD_000425,GT_SAMPLE_000425,grok,Grok_POST_000107,comment,B1.3_PRIVACY_TRANSPARENCY_DISCLOSURE,False,False,
GT_CONCERN_000287,RECORD_000426,GT_SAMPLE_000426,grok,Grok_POST_000108,post,A2.1_PRIVACY_SERVICE_PROVISION,True,False,
GT_CONCERN_000288,RECORD_000429,GT_SAMPLE_000429,grok,Grok_POST_000108,comment,A2.1_PRIVACY_SERVICE_PROVISION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000289,RECORD_000429,GT_SAMPLE_000429,grok,Grok_POST_000108,comment,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000290,RECORD_000430,GT_SAMPLE_000430,grok,Grok_POST_000109,post,A2.1_PRIVACY_SERVICE_PROVISION,True,True,PRIVACY_AI_FEATURE_UNADDRESSED
GT_CONCERN_000291,RECORD_000430,GT_SAMPLE_000430,grok,Grok_POST_000109,post,B1.2_PRIVACY_GRANULAR_CONTROL,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
GT_CONCERN_000292,RECORD_000431,GT_SAMPLE_000431,grok,Grok_POST_000109,comment,C1.1_PRIVACY_OUTPUT_RISK,True,True,PRIVACY_EXPLICIT_POLICY_DISTRUST
GT_CONCERN_000293,RECORD_000431,GT_SAMPLE_000431,grok,Grok_POST_000109,comment,A4.1_PRIVACY_THIRD_PARTY_SHARING,True,True,PRIVACY_EXPLICIT_POLICY_DISTRUST
GT_CONCERN_000294,RECORD_000432,GT_SAMPLE_000432,grok,Grok_POST_000110,post,A3.1_PRIVACY_RETENTION_DURATION,True,True,PRIVACY_POLICY_DETAIL_VAGUE
GT_CONCERN_000295,RECORD_000436,GT_SAMPLE_000436,grok,Grok_POST_000110,comment,B1.1_PRIVACY_CONSENT_MECHANISM,True,True,PRIVACY_POLICY_AWARENESS_DEFICIT
